PooledFundId,CHFId,ChfProjectCode,OrganizationTypeId,AllocationYear,CVATypeId,ClusterId,PeopleTargeted,TransferAmount,PeopleReached,TotalAmtTransferred
64,25860,CBPF-YEM-23-S-INGO-25860,2,2023,2,7,400,100000,0,0
64,25861,CBPF-YEM-23-S-NGO-25861,1,2023,2,7,350,87500,390,87500
64,25861,CBPF-YEM-23-S-NGO-25861,1,2023,2,2,77,30800,77,30800
64,25863,CBPF-YEM-23-S-INGO-25863,2,2023,2,3,200,120000,200,117567
64,25863,CBPF-YEM-23-S-INGO-25863,2,2023,3,3,300,116250,414,110260
64,25863,CBPF-YEM-23-S-INGO-25863,2,2023,2,7,250,56250,317,62171
64,25863,CBPF-YEM-23-S-INGO-25863,2,2023,2,7,1050,90000,1050,88877
64,25864,CBPF-YEM-23-S-INGO-25864,2,2023,2,7,200,45000,215,45025
64,25864,CBPF-YEM-23-S-INGO-25864,2,2023,2,7,500,11000,6458,15380
64,25864,CBPF-YEM-23-S-INGO-25864,2,2023,3,3,120,45000,120,44365
64,25864,CBPF-YEM-23-S-INGO-25864,2,2023,2,3,100,59400,100,58416
64,25864,CBPF-YEM-23-S-INGO-25864,2,2023,2,3,140,77000,140,76239
64,25865,CBPF-YEM-23-S-O-25865,4,2023,3,4,266,272760,207,193815
64,25866,CBPF-YEM-23-S-NGO-25866,1,2023,4,8,20700,111000,21235,108600
64,25867,CBPF-YEM-23-S-NGO-25867,1,2023,3,4,228,246949,142,142439
64,25867,CBPF-YEM-23-S-NGO-25867,1,2023,3,4,10,1000,0,0
64,25869,CBPF-YEM-23-S-NGO-25869,1,2023,4,3,1050,77400,0,0
64,25870,CBPF-YEM-23-S-NGO-25870,1,2023,3,3,7000,330000,0,0
64,25871,CBPF-YEM-23-S-NGO-25871,1,2023,2,7,900,202500,900,202500
64,25871,CBPF-YEM-23-S-NGO-25871,1,2023,3,15,80,8000,80,8000
64,25872,CBPF-YEM-23-S-NGO-25872,1,2023,3,8,258,38972,0,0
64,25872,CBPF-YEM-23-S-NGO-25872,1,2023,2,7,200,45000,200,45000
64,25872,CBPF-YEM-23-S-NGO-25872,1,2023,3,3,300,99000,300,44685
64,25873,CBPF-YEM-23-S-INGO-25873,2,2023,3,3,4200,225000,4331,218150
64,25874,CBPF-YEM-23-S-NGO-25874,1,2023,1,7,600,132000,0,0
64,25878,CBPF-YEM-23-S-NGO-25878,1,2023,1,7,635,127000,635,127000
64,25879,CBPF-YEM-23-S-UN-25879,3,2023,1,69,11365,516600,11490,516600
64,25879,CBPF-YEM-23-S-UN-25879,3,2023,1,69,594,231795,280,231795
64,25881,CBPF-YEM-23-S-NGO-25881,1,2023,3,7,100,22500,0,0
64,25881,CBPF-YEM-23-S-NGO-25881,1,2023,3,8,840,49944,0,0
64,25885,CBPF-YEM-23-S-NGO-25885,1,2023,3,3,400,150000,400,150000
64,25886,CBPF-YEM-23-S-NGO-25886,1,2023,3,3,500,360000,0,0
64,25886,CBPF-YEM-23-S-NGO-25886,1,2023,1,3,70,70000,0,0
64,25888,CBPF-YEM-23-S-NGO-25888,1,2023,3,2,50,15000,0,0
64,25891,CBPF-YEM-23-S-NGO-25891,1,2023,3,15,60,11700,0,0
64,25891,CBPF-YEM-23-S-NGO-25891,1,2023,3,165,2800,96000,0,0
64,25891,CBPF-YEM-23-S-NGO-25891,1,2023,3,165,630,216000,0,0
64,25892,CBPF-YEM-23-S-NGO-25892,1,2023,3,8,200,28432,0,0
64,25892,CBPF-YEM-23-S-NGO-25892,1,2023,3,3,150,57880,0,0
64,25892,CBPF-YEM-23-S-NGO-25892,1,2023,3,3,100,54000,0,0
64,25896,CBPF-YEM-23-S-NGO-25896,1,2023,1,7,150,33000,0,0
64,25896,CBPF-YEM-23-S-NGO-25896,1,2023,3,7,100,60000,0,0
64,25906,CBPF-YEM-23-S-NGO-25906,1,2023,4,4,122,622160,0,0
64,25906,CBPF-YEM-23-S-NGO-25906,1,2023,4,4,150,22900,0,0
64,25906,CBPF-YEM-23-S-NGO-25906,1,2023,4,4,35,11760,0,0
64,25912,CBPF-YEM-23-S-NGO-25912,1,2023,3,7,970,218250,561,126225
64,25912,CBPF-YEM-23-S-NGO-25912,1,2023,3,7,140,70000,100,50000
64,25937,CBPF-YEM-23-S-NGO-25937,1,2023,1,2,107,42800,107,37450
64,25945,CBPF-YEM-23-S-NGO-25945,1,2023,1,7,240,55200,66,14840
64,25946,CBPF-YEM-23-S-NGO-25946,1,2023,3,165,150,337500,99,212682
64,25955,CBPF-YEM-23-S-INGO-25955,2,2023,2,7,840,189000,838,188550
64,25960,CBPF-YEM-23-S-INGO-25960,2,2023,3,3,210,131250,210,131198
64,25969,CBPF-YEM-23-S-NGO-25969,1,2023,3,70,2274,107700,2293,114650
64,25969,CBPF-YEM-23-S-NGO-25969,1,2023,3,70,200,100000,381,107710
64,25972,CBPF-YEM-23-S-NGO-25972,1,2023,2,7,100,45000,0,18000
64,25975,CBPF-YEM-23-S-UN-25975,3,2023,3,3,9100,816428,0,0
64,25976,CBPF-YEM-23-S-NGO-25976,1,2023,3,3,2800,200000,0,0
64,25978,CBPF-YEM-23-S-INGO-25978,2,2023,3,3,150,54000,0,0
64,25978,CBPF-YEM-23-S-INGO-25978,2,2023,2,3,500,400000,0,0
64,25978,CBPF-YEM-23-S-INGO-25978,2,2023,2,6,90,14400,0,0
64,25978,CBPF-YEM-23-S-INGO-25978,2,2023,5,6,900,135000,0,0
64,25979,CBPF-YEM-23-S-INGO-25979,2,2023,2,3,1713,812942,813,126375
64,25980,CBPF-YEM-23-S-NGO-25980,1,2023,3,3,2942,315000,0,0
64,25980,CBPF-YEM-23-S-NGO-25980,1,2023,5,7,1050,18750,0,0
64,25981,CBPF-YEM-23-S-NGO-25981,1,2023,2,7,50,645,50,645
64,25981,CBPF-YEM-23-S-NGO-25981,1,2023,2,7,1000,225000,1000,225000
64,25986,CBPF-YEM-23-S-NGO-25986,1,2023,3,15,70,52800,70,21000
64,25993,CBPF-YEM-23-S-NGO-25993,1,2023,3,3,5600,300000,5962,200000
64,25997,CBPF-YEM-23-S-NGO-25997,1,2023,1,2,69,20700,69,20700
64,26002,CBPF-YEM-23-S-NGO-26002,1,2023,1,15,50,5000,0,0
64,26003,CBPF-YEM-23-S-INGO-26003,2,2023,3,4,172,54130,284,68412
64,26005,CBPF-YEM-23-S-NGO-26005,1,2023,3,2,73,29000,73,29200
64,26181,CBPF-YEM-23-R-UN-26181,3,2023,3,165,2500,180000,0,0
64,27032,CBPF-YEM-23-R-UN-27032,3,2023,5,4,1560,346686,0,0
64,27034,CBPF-YEM-23-R-NGO-27034,1,2023,3,4,6,350,0,0
64,27034,CBPF-YEM-23-R-NGO-27034,1,2023,3,4,4,350,0,0
64,27034,CBPF-YEM-23-R-NGO-27034,1,2023,3,4,2,600,0,0
64,27034,CBPF-YEM-23-R-NGO-27034,1,2023,3,4,2,350,0,0
64,27034,CBPF-YEM-23-R-NGO-27034,1,2023,3,4,2,400,0,0
64,27039,CBPF-YEM-23-R-NGO-27039,1,2023,4,8,10350,55500,0,0
64,27042,CBPF-YEM-23-R-NGO-27042,1,2023,2,8,25,3750,0,0
64,27042,CBPF-YEM-23-R-NGO-27042,1,2023,2,4,50,123016,0,0
64,27042,CBPF-YEM-23-R-NGO-27042,1,2023,2,6,25,10000,0,0
64,27044,CBPF-YEM-23-R-INGO-27044,2,2023,3,6,32,2400,0,0
64,27045,CBPF-YEM-23-R-INGO-27045,2,2023,1,6,346,116256,346,126420
64,27045,CBPF-YEM-23-R-INGO-27045,2,2023,3,6,94,7050,114,8550
64,27046,CBPF-YEM-23-R-NGO-27046,1,2023,3,4,100,10000,93,9300
64,27046,CBPF-YEM-23-R-NGO-27046,1,2023,3,4,6,18280,6,11150
64,27046,CBPF-YEM-23-R-NGO-27046,1,2023,3,4,150,212174,155,137548
64,27048,CBPF-YEM-23-R-NGO-27048,1,2023,2,4,89,289300,0,0
64,27049,CBPF-YEM-23-R-NGO-27049,1,2023,3,8,330,15750,330,15750
64,27052,CBPF-YEM-23-R-INGO-27052,2,2023,4,6,460,230000,470,234961
64,27052,CBPF-YEM-23-R-INGO-27052,2,2023,2,6,63,10710,40,6124
64,27056,CBPF-YEM-23-R-NGO-27056,1,2023,3,8,31,4410,0,0
64,27057,CBPF-YEM-23-R-NGO-27057,1,2023,3,4,50,180027,0,0
64,27057,CBPF-YEM-23-R-NGO-27057,1,2023,4,4,90,16600,0,0
64,27058,CBPF-YEM-23-R-INGO-27058,2,2023,3,4,130,32500,0,0
64,27058,CBPF-YEM-23-R-INGO-27058,2,2023,3,4,65,83145,60,26485
64,27060,CBPF-YEM-23-R-INGO-27060,2,2023,3,4,141,31725,0,0
64,27060,CBPF-YEM-23-R-INGO-27060,2,2023,3,4,68,147390,0,0
64,27060,CBPF-YEM-23-R-INGO-27060,2,2023,3,6,79,17775,0,0
64,27064,CBPF-YEM-23-R-NGO-27064,1,2023,3,8,100,10000,0,0
64,27074,CBPF-YEM-23-R-INGO-27074,2,2023,3,8,24,6750,0,0
64,27074,CBPF-YEM-23-R-INGO-27074,2,2023,3,4,205,289636,91,48895
64,27090,CBPF-YEM-23-R-NGO-27090,1,2023,4,4,156,132742,74,88145
64,27090,CBPF-YEM-23-R-NGO-27090,1,2023,4,4,30,3000,0,0
64,27092,CBPF-YEM-23-R-NGO-27092,1,2023,3,8,350,6250,0,0
64,27093,CBPF-YEM-23-R-NGO-27093,1,2023,3,4,83,160592,69,115268
64,27094,CBPF-YEM-23-R-NGO-27094,1,2023,3,6,250,12500,113,2457
64,27094,CBPF-YEM-23-R-NGO-27094,1,2023,3,6,41,73644,41,50619
64,27097,CBPF-YEM-23-R-NGO-27097,1,2023,3,4,244,12200,147,7350
64,27107,CBPF-YEM-23-R-NGO-27107,1,2023,3,4,100,10000,51,5100
64,27107,CBPF-YEM-23-R-NGO-27107,1,2023,3,4,147,192830,168,134928
64,27115,CBPF-YEM-23-R-NGO-27115,1,2023,3,4,89,183678,89,124735
64,27115,CBPF-YEM-23-R-NGO-27115,1,2023,3,4,100,10000,8,800
64,27119,CBPF-YEM-23-R-NGO-27119,1,2023,3,8,30,16500,0,0
64,27469,CBPF-YEM-23-R-NGO-27469,1,2023,3,165,156,37440,0,0
64,27753,CBPF-YEM-24-R-INGO-27753,2,2024,3,6,77,15400,33,6565
64,27756,CBPF-YEM-24-R-NGO-27756,1,2024,3,6,133,6650,0,0
64,27756,CBPF-YEM-24-R-NGO-27756,1,2024,1,6,1072,85760,0,0
64,27769,CBPF-YEM-24-R-INGO-27769,2,2024,3,6,300,30000,0,0
64,27769,CBPF-YEM-24-R-INGO-27769,2,2024,2,6,62,102672,0,0
64,27769,CBPF-YEM-24-R-INGO-27769,2,2024,2,6,90,24300,0,0
64,27799,CBPF-YEM-24-R-NGO-27799,1,2024,3,6,92,9200,0,0
64,27817,CBPF-YEM-24-R-NGO-27817,1,2024,3,6,30,75000,0,0
64,27817,CBPF-YEM-24-R-NGO-27817,1,2024,3,6,20,20000,0,0
64,27824,CBPF-YEM-24-R-NGO-27824,1,2024,3,6,40,78720,0,0
64,34022,CBPF-YEM-24-S-NGO-34022,1,2024,2,3,544,326400,0,0
64,34023,CBPF-YEM-24-S-NGO-34023,1,2024,3,3,30,30000,0,0
64,34023,CBPF-YEM-24-S-NGO-34023,1,2024,1,7,120,12000,0,0
64,34023,CBPF-YEM-24-S-NGO-34023,1,2024,3,7,400,10000,0,0
64,34023,CBPF-YEM-24-S-NGO-34023,1,2024,3,165,12,9600,0,0
64,34026,CBPF-YEM-24-S-NGO-34026,1,2024,3,165,200,20468,0,0
64,34026,CBPF-YEM-24-S-NGO-34026,1,2024,3,165,365,87600,0,0
64,34030,CBPF-YEM-24-S-INGO-34030,2,2024,2,3,9506,896280,0,0
64,34031,CBPF-YEM-24-S-INGO-34031,2,2024,2,3,1400,66000,0,0
64,34031,CBPF-YEM-24-S-INGO-34031,2,2024,2,3,2800,264000,0,0
64,34035,CBPF-YEM-24-S-UN-34035,3,2024,3,8,2600,30420,0,0
64,34035,CBPF-YEM-24-S-UN-34035,3,2024,3,165,150,40500,0,0
64,34037,CBPF-YEM-24-S-INGO-34037,2,2024,3,7,311,59580,0,0
64,34037,CBPF-YEM-24-S-INGO-34037,2,2024,3,3,150,60000,0,0
64,34043,CBPF-YEM-24-S-NGO-34043,1,2024,3,6,11,22410,0,0
64,34043,CBPF-YEM-24-S-NGO-34043,1,2024,3,6,20,2000,0,0
64,34043,CBPF-YEM-24-S-NGO-34043,1,2024,3,4,71,131200,0,0
64,34043,CBPF-YEM-24-S-NGO-34043,1,2024,3,4,80,8000,0,0
64,34045,CBPF-YEM-24-S-INGO-34045,2,2024,2,3,700,33000,0,0
64,34045,CBPF-YEM-24-S-INGO-34045,2,2024,2,3,2198,207240,0,0
64,34046,CBPF-YEM-24-S-INGO-34046,2,2024,2,7,409,92025,0,0
64,34047,CBPF-YEM-24-S-UN-34047,3,2024,1,7,2110,316500,0,0
64,34048,CBPF-YEM-24-S-NGO-34048,1,2024,2,3,2527,238260,0,0
64,34048,CBPF-YEM-24-S-NGO-34048,1,2024,2,3,994,126652,0,0
64,34048,CBPF-YEM-24-S-NGO-34048,1,2024,3,4,81,219988,0,0
64,34049,CBPF-YEM-24-S-NGO-34049,1,2024,2,7,30,12000,0,0
64,34049,CBPF-YEM-24-S-NGO-34049,1,2024,2,7,1100,247500,0,0
64,34049,CBPF-YEM-24-S-NGO-34049,1,2024,3,7,100,3800,0,0
64,34049,CBPF-YEM-24-S-NGO-34049,1,2024,3,15,120,6000,0,0
64,34049,CBPF-YEM-24-S-NGO-34049,1,2024,3,165,250,100000,0,0
64,34049,CBPF-YEM-24-S-NGO-34049,1,2024,3,165,400,96000,0,0
64,34050,CBPF-YEM-24-S-INGO-34050,2,2024,4,8,10,6000,0,0
64,34050,CBPF-YEM-24-S-INGO-34050,2,2024,5,3,489,322740,0,0
64,34052,CBPF-YEM-24-S-INGO-34052,2,2024,2,3,2100,91800,0,0
64,34052,CBPF-YEM-24-S-INGO-34052,2,2024,2,4,36,81495,0,0
64,34052,CBPF-YEM-24-S-INGO-34052,2,2024,2,6,25,1875,0,0
64,34052,CBPF-YEM-24-S-INGO-34052,2,2024,2,6,9,19902,0,0
64,34054,CBPF-YEM-24-S-INGO-34054,2,2024,2,3,1400,120000,0,0
64,34055,CBPF-YEM-24-S-NGO-34055,1,2024,4,8,500,18500,0,0
64,34055,CBPF-YEM-24-S-NGO-34055,1,2024,2,7,100,22500,0,0
64,34055,CBPF-YEM-24-S-NGO-34055,1,2024,3,7,40,16000,0,0
64,34055,CBPF-YEM-24-S-NGO-34055,1,2024,3,165,100,30000,100,5000
64,34055,CBPF-YEM-24-S-NGO-34055,1,2024,3,165,145,31900,0,0
64,34055,CBPF-YEM-24-S-NGO-34055,1,2024,3,165,100,7500,0,0
64,34057,CBPF-YEM-24-S-NGO-34057,1,2024,3,165,80,28800,0,0
64,34057,CBPF-YEM-24-S-NGO-34057,1,2024,2,7,582,130950,0,0
64,34058,CBPF-YEM-24-S-NGO-34058,1,2024,3,6,29,27540,0,0
64,34058,CBPF-YEM-24-S-NGO-34058,1,2024,3,4,38,66800,0,0
64,34059,CBPF-YEM-24-S-NGO-34059,1,2024,2,6,40,8000,0,0
64,34059,CBPF-YEM-24-S-NGO-34059,1,2024,2,7,150,33750,0,0
64,34059,CBPF-YEM-24-S-NGO-34059,1,2024,2,3,100,33000,0,0
64,34059,CBPF-YEM-24-S-NGO-34059,1,2024,2,7,100,3800,0,0
64,34059,CBPF-YEM-24-S-NGO-34059,1,2024,2,8,30,2250,0,0
64,34059,CBPF-YEM-24-S-NGO-34059,1,2024,2,15,50,5000,0,0
64,34060,CBPF-YEM-24-S-NGO-34060,1,2024,2,7,600,65000,0,0
64,34061,CBPF-YEM-24-S-NGO-34061,1,2024,2,3,200,120000,0,0
64,34061,CBPF-YEM-24-S-NGO-34061,1,2024,3,6,30,34800,0,0
64,34061,CBPF-YEM-24-S-NGO-34061,1,2024,3,4,64,109430,0,0
64,34063,CBPF-YEM-24-S-NGO-34063,1,2024,2,165,324,100440,0,0
64,34063,CBPF-YEM-24-S-NGO-34063,1,2024,2,165,512,204800,0,0
64,34065,CBPF-YEM-24-S-NGO-34065,1,2024,2,3,3570,336600,0,0
64,34065,CBPF-YEM-24-S-NGO-34065,1,2024,2,3,910,42900,0,0
64,34065,CBPF-YEM-24-S-NGO-34065,1,2024,2,7,330,74250,0,0
64,34066,CBPF-YEM-24-S-NGO-34066,1,2024,2,7,170,38250,0,0
64,34066,CBPF-YEM-24-S-NGO-34066,1,2024,2,3,1260,118800,0,0
64,34066,CBPF-YEM-24-S-NGO-34066,1,2024,2,3,2310,108900,0,0
64,34067,CBPF-YEM-24-S-NGO-34067,1,2024,2,7,500,112500,0,0
64,34067,CBPF-YEM-24-S-NGO-34067,1,2024,1,7,400,90000,0,0
64,34068,CBPF-YEM-24-S-NGO-34068,1,2024,2,3,560,42240,0,0
64,34068,CBPF-YEM-24-S-NGO-34068,1,2024,5,3,4263,413160,0,0
64,34069,CBPF-YEM-24-S-NGO-34069,1,2024,2,3,700,462000,0,0
64,34069,CBPF-YEM-24-S-NGO-34069,1,2024,2,3,85,28050,0,0
64,34072,CBPF-YEM-24-S-NGO-34072,1,2024,5,3,1400,120000,0,0
64,34080,CBPF-YEM-24-S-INGO-34080,2,2024,5,3,1713,1130580,0,0
64,34080,CBPF-YEM-24-S-INGO-34080,2,2024,5,3,419,138270,0,0
64,34082,CBPF-YEM-24-S-INGO-34082,2,2024,2,7,300,67500,0,0
64,34084,CBPF-YEM-24-S-NGO-34084,1,2024,2,7,80,18000,0,0
64,34084,CBPF-YEM-24-S-NGO-34084,1,2024,3,15,600,65970,0,0
64,34085,CBPF-YEM-24-S-NGO-34085,1,2024,2,3,1120,52800,0,0
64,34085,CBPF-YEM-24-S-NGO-34085,1,2024,2,3,1750,165000,0,0
64,34085,CBPF-YEM-24-S-NGO-34085,1,2024,3,165,1260,36000,0,0
64,34086,CBPF-YEM-24-S-NGO-34086,1,2024,2,3,3171,271800,0,0
64,34086,CBPF-YEM-24-S-NGO-34086,1,2024,3,2,15,6120,0,0
64,34086,CBPF-YEM-24-S-NGO-34086,1,2024,3,7,2100,67500,0,0
64,34087,CBPF-YEM-24-S-INGO-34087,2,2024,2,3,3500,300000,0,0
64,34087,CBPF-YEM-24-S-INGO-34087,2,2024,2,7,688,154800,0,0
64,34088,CBPF-YEM-24-S-INGO-34088,2,2024,2,3,2100,198000,0,0
64,34088,CBPF-YEM-24-S-INGO-34088,2,2024,2,3,1543,74250,0,0
64,34089,CBPF-YEM-24-S-NGO-34089,1,2024,3,7,150,37500,0,0
64,34095,CBPF-YEM-24-S-NGO-34095,1,2024,2,7,370,83250,0,0
64,34095,CBPF-YEM-24-S-NGO-34095,1,2024,5,3,3500,330000,0,0
64,34095,CBPF-YEM-24-S-NGO-34095,1,2024,5,3,1400,66000,0,0
64,34100,CBPF-YEM-24-S-NGO-34100,1,2024,2,7,800,180000,0,0
64,34100,CBPF-YEM-24-S-NGO-34100,1,2024,2,7,40,16000,0,0
64,34101,CBPF-YEM-24-S-NGO-34101,1,2024,2,3,4011,378180,0,0
64,34101,CBPF-YEM-24-S-NGO-34101,1,2024,2,3,2100,99000,0,0
64,34102,CBPF-YEM-24-S-INGO-34102,2,2024,2,3,1400,90000,0,0
64,34102,CBPF-YEM-24-S-INGO-34102,2,2024,2,3,1260,40500,0,0
64,34103,CBPF-YEM-24-S-NGO-34103,1,2024,3,6,33,17820,0,0
64,34103,CBPF-YEM-24-S-NGO-34103,1,2024,3,4,14,23229,0,0
64,34103,CBPF-YEM-24-S-NGO-34103,1,2024,3,8,300,37611,0,0
64,34105,CBPF-YEM-24-S-INGO-34105,2,2024,3,165,420,27600,0,0
64,34108,CBPF-YEM-24-S-NGO-34108,1,2024,2,7,450,145000,0,0
64,34108,CBPF-YEM-24-S-NGO-34108,1,2024,2,2,26,10000,0,0
64,34109,CBPF-YEM-24-S-NGO-34109,1,2024,1,7,10500,337500,0,0
64,34109,CBPF-YEM-24-S-NGO-34109,1,2024,2,7,490,28000,0,0
64,34109,CBPF-YEM-24-S-NGO-34109,1,2024,1,70,700,67500,0,0
64,34110,CBPF-YEM-24-S-NGO-34110,1,2024,2,165,100,20000,0,0
64,34110,CBPF-YEM-24-S-NGO-34110,1,2024,2,8,50,5000,0,0
64,34110,CBPF-YEM-24-S-NGO-34110,1,2024,2,15,300,20000,0,0
64,34113,CBPF-YEM-24-S-NGO-34113,1,2024,3,15,40,4480,0,0
64,34113,CBPF-YEM-24-S-NGO-34113,1,2024,3,165,250,6250,0,0
64,34115,CBPF-YEM-24-S-NGO-34115,1,2024,5,7,70,58800,0,0
64,34115,CBPF-YEM-24-S-NGO-34115,1,2024,5,7,30,6750,0,0
64,34118,CBPF-YEM-24-S-NGO-34118,1,2024,2,7,835,197500,0,0
64,34120,CBPF-YEM-24-S-NGO-34120,1,2024,2,3,3710,318000,0,0
64,34125,CBPF-YEM-24-S-NGO-34125,1,2024,2,3,243,160380,0,0
64,34125,CBPF-YEM-24-S-NGO-34125,1,2024,2,7,1100,247500,0,0
64,34125,CBPF-YEM-24-S-NGO-34125,1,2024,2,7,30,12000,0,0
64,34134,CBPF-YEM-24-S-NGO-34134,1,2024,3,2,38,9500,0,0
64,34141,CBPF-YEM-24-S-NGO-34141,1,2024,5,3,4850,372900,0,0
64,34141,CBPF-YEM-24-S-NGO-34141,1,2024,2,3,896,42240,0,0
64,34144,CBPF-YEM-24-S-INGO-34144,2,2024,3,3,1877,160800,0,0
64,34144,CBPF-YEM-24-S-INGO-34144,2,2024,3,4,240,24000,0,0
64,34148,CBPF-YEM-24-S-NGO-34148,1,2024,3,4,12,14058,0,0
64,34148,CBPF-YEM-24-S-NGO-34148,1,2024,3,4,40,2000,0,0
64,34148,CBPF-YEM-24-S-NGO-34148,1,2024,2,7,84,18900,0,0
64,34150,CBPF-YEM-24-S-NGO-34150,1,2024,3,7,200,80000,0,0
64,34150,CBPF-YEM-24-S-NGO-34150,1,2024,3,165,40,92000,0,0
64,34160,CBPF-YEM-24-S-NGO-34160,1,2024,2,3,1239,53100,0,0
64,34160,CBPF-YEM-24-S-NGO-34160,1,2024,3,3,1967,92730,0,0
64,34165,CBPF-YEM-24-S-UN-34165,3,2024,2,3,650,450000,0,0
64,34165,CBPF-YEM-24-S-UN-34165,3,2024,3,3,400,132000,0,0
64,34170,CBPF-YEM-24-S-INGO-34170,2,2024,3,4,65,67900,0,0
64,34170,CBPF-YEM-24-S-INGO-34170,2,2024,3,4,200,20000,0,0
64,34170,CBPF-YEM-24-S-INGO-34170,2,2024,3,8,5,3000,0,0
64,34174,CBPF-YEM-24-S-NGO-34174,1,2024,3,15,100,14620,0,0
64,34175,CBPF-YEM-24-S-INGO-34175,2,2024,1,70,90,61290,0,0
64,34182,CBPF-YEM-24-S-INGO-34182,2,2024,5,3,2660,204000,0,0
64,34184,CBPF-YEM-24-S-INGO-34184,2,2024,3,4,147,30488,0,0
64,34184,CBPF-YEM-24-S-INGO-34184,2,2024,3,6,94,13462,0,0
64,35158,CBPF-YEM-25-S-NGO-35158,1,2025,2,70,200,45000,0,0
64,35159,CBPF-YEM-25-S-NGO-35159,1,2025,3,7,100,10000,0,0
64,35159,CBPF-YEM-25-S-NGO-35159,1,2025,1,336,3510,200000,0,0
64,35159,CBPF-YEM-25-S-NGO-35159,1,2025,3,336,1053,7500,0,0
64,35160,CBPF-YEM-25-S-INGO-35160,2,2025,2,6,40,3150,0,0
64,35160,CBPF-YEM-25-S-INGO-35160,2,2025,2,6,18,29806,0,0
64,35160,CBPF-YEM-25-S-INGO-35160,2,2025,2,3,200,162000,0,0
64,35160,CBPF-YEM-25-S-INGO-35160,2,2025,2,70,25,5625,0,0
64,35160,CBPF-YEM-25-S-INGO-35160,2,2025,2,71,25,5625,0,0
64,35161,CBPF-YEM-25-S-INGO-35161,2,2025,2,71,40,9000,0,0
64,35161,CBPF-YEM-25-S-INGO-35161,2,2025,2,3,250,222500,0,0
64,35161,CBPF-YEM-25-S-INGO-35161,2,2025,2,6,51,3825,0,0
64,35161,CBPF-YEM-25-S-INGO-35161,2,2025,2,6,14,20608,0,0
64,35162,CBPF-YEM-25-S-NGO-35162,1,2025,2,3,4530,409739,0,0
64,35164,CBPF-YEM-25-S-NGO-35164,1,2025,2,7,620,142500,0,0
64,35164,CBPF-YEM-25-S-NGO-35164,1,2025,3,15,600,65970,0,0
64,35164,CBPF-YEM-25-S-NGO-35164,1,2025,3,165,650,177200,0,0
64,35164,CBPF-YEM-25-S-NGO-35164,1,2025,3,165,365,87600,0,0
64,35165,CBPF-YEM-25-S-NGO-35165,1,2025,2,3,1050,40500,0,0
64,35166,CBPF-YEM-25-S-NGO-35166,1,2025,2,3,1050,40500,0,0
64,35168,CBPF-YEM-25-S-INGO-35168,2,2025,3,165,2170,120380,0,0
64,35169,CBPF-YEM-25-S-INGO-35169,2,2025,3,165,750,172776,0,0
64,35169,CBPF-YEM-25-S-INGO-35169,2,2025,2,7,180,40500,0,0
64,35171,CBPF-YEM-25-S-UN-35171,3,2025,5,7,500,50000,0,0
64,35172,CBPF-YEM-25-S-UN-35172,3,2025,5,4,500,50000,0,0
64,35174,CBPF-YEM-25-S-NGO-35174,1,2025,3,4,73,158658,0,0
64,35174,CBPF-YEM-25-S-NGO-35174,1,2025,2,3,2884,247200,0,0
64,35174,CBPF-YEM-25-S-NGO-35174,1,2025,3,3,455,19500,0,0
64,35175,CBPF-YEM-25-S-NGO-35175,1,2025,2,3,1694,145200,0,0
64,35176,CBPF-YEM-25-S-NGO-35176,1,2025,2,3,3828,328200,0,0
64,35177,CBPF-YEM-25-S-NGO-35177,1,2025,2,7,250,56250,0,0
64,35177,CBPF-YEM-25-S-NGO-35177,1,2025,2,7,300,11400,0,0
64,35177,CBPF-YEM-25-S-NGO-35177,1,2025,3,15,50,6000,0,0
64,35179,CBPF-YEM-25-S-NGO-35179,1,2025,3,15,90,4500,0,0
64,35179,CBPF-YEM-25-S-NGO-35179,1,2025,2,7,350,78750,0,0
64,35179,CBPF-YEM-25-S-NGO-35179,1,2025,2,7,20,8000,0,0
64,35179,CBPF-YEM-25-S-NGO-35179,1,2025,4,7,150,5700,0,0
64,35179,CBPF-YEM-25-S-NGO-35179,1,2025,2,3,250,150000,0,0
64,35179,CBPF-YEM-25-S-NGO-35179,1,2025,2,3,100,33000,0,0
64,35179,CBPF-YEM-25-S-NGO-35179,1,2025,3,4,30,6000,0,0
64,35179,CBPF-YEM-25-S-NGO-35179,1,2025,3,6,30,6000,0,0
64,35182,CBPF-YEM-25-S-NGO-35182,1,2025,3,4,70,3500,0,0
64,35182,CBPF-YEM-25-S-NGO-35182,1,2025,3,4,124,203922,0,0
64,35182,CBPF-YEM-25-S-NGO-35182,1,2025,3,6,12,16605,0,0
64,35182,CBPF-YEM-25-S-NGO-35182,1,2025,3,6,20,1500,0,0
64,35182,CBPF-YEM-25-S-NGO-35182,1,2025,2,7,583,131175,0,0
64,35184,CBPF-YEM-25-S-NGO-35184,1,2025,3,7,460,138000,0,0
64,35184,CBPF-YEM-25-S-NGO-35184,1,2025,3,4,70,7000,0,0
64,35184,CBPF-YEM-25-S-NGO-35184,1,2025,3,4,66,159770,0,0
64,35184,CBPF-YEM-25-S-NGO-35184,1,2025,1,336,2450,210000,0,0
64,35185,CBPF-YEM-25-S-NGO-35185,1,2025,1,336,1540,132000,0,0
64,35185,CBPF-YEM-25-S-NGO-35185,1,2025,3,4,29,73262,0,0
